p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
4.58111090652e-13	4.60060499548e-12	Activation of E2F1 target genes at G1/S	Reactome	R-HSA-539107	PCNA; E2F1; DHFR; CDT1; CDK1; RRM2; TK1; CDC45; CDC6	81620; 5111; 6241; 1869; 8318; 1719; 990; 7083; 983	17	17
4.58111090652e-13	4.60060499548e-12	G1/S-Specific Transcription	Reactome	R-HSA-69205	PCNA; E2F1; DHFR; CDT1; CDK1; RRM2; TK1; CDC45; CDC6	81620; 5111; 6241; 1869; 8318; 1719; 990; 7083; 983	17	17
5.09013922791e-13	5.00530357411e-12	DNA Repair	Reactome	R-HSA-73894	HIST1H4C; PCNA; POLQ; DTL; RFC4; RFC3; RFC2; FANCD2; RMI2; CCNA2; RAD51AP1; CLSPN; TIMELESS; FANCG; POLD1; POLD2; LIG1; FANCI; FANCB; BRCA1; BRCA2; RHNO1; HIST1H2BH; RAD51; CHEK1; UBE2T	29089; 2189; 5984; 675; 8364; 5425; 890; 8345; 10721; 8914; 5424; 3978; 51514; 2177; 672; 5888; 63967; 1111; 83695; 10635; 5983; 2187; 5111; 55215; 5982; 116028	320	317
5.28143305395e-13	5.08742122748e-12	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	Reactome	R-HSA-5693567	HIST1H4C; BRCA1; BRCA2; CCNA2; CLSPN; RFC4; TIMELESS; RHNO1; RFC3; RFC2; RAD51AP1; POLD2; PCNA; RAD51; HIST1H2BH; POLD1; RMI2; CHEK1	8914; 675; 8364; 5982; 890; 8345; 5425; 10635; 63967; 5424; 672; 5888; 1111; 5983; 5111; 83695; 5984; 116028	135	133
5.40313346293e-13	5.100557989e-12	Kinesins	Reactome	R-HSA-983189	RACGAP1; CENPE; KIF18A; KIF23; KIF22; KIF15; KIF11; KIF4A; KIF20A; KIF20B; KIF2C; KIFC1	10112; 3833; 9493; 56992; 3832; 11004; 24137; 3835; 81930; 1062; 29127; 9585	43	43
7.15154818763e-13	6.61868773443e-12	Condensation of Prometaphase Chromosomes	Reactome	R-HSA-2514853	CCNB2; CCNB1; SMC2; SMC4; NCAPD2; CDK1; NCAPH; NCAPG	10051; 10592; 891; 9133; 983; 9918; 23397; 64151	12	12
8.88885060409e-13	8.05949957056e-12	G2/M Transition	Reactome	R-HSA-69275	HMMR; CCNB2; TPX2; CCNA2; PLK1; CDC25C; CENPF; GTSE1; PLK4; PKMYT1; HAUS1; CDK1; FOXM1; AURKA; NEK2; CCNB1; MYBL2; CKAP5	995; 983; 1063; 890; 51512; 9793; 9133; 6790; 2305; 5347; 9088; 4751; 22974; 10733; 4605; 891; 115106; 3161	137	137
9.04986180592e-13	8.05949957056e-12	cdk regulation of dna replication	BioCarta	mcmpathway	ORC6; CDT1; MCM7; MCM6; MCM5; MCM4; MCM3; MCM2; CDC6	81620; 4174; 4175; 4172; 4173; 990; 4176; 23594; 4171	18	18
1.87864768979e-12	1.64207723996e-11	Mitotic Prophase	Reactome	R-HSA-68875	HIST1H4C; CCNB2; TMPO; LMNB1; VRK1; PLK1; H2AFV; MASTL; SMC4; NDC1; CDK1; NCAPG2; HIST1H3G; SMC2; CCNB1; HIST1H2BH; HIST2H2AC; H2AFZ	4001; 8345; 983; 8355; 8364; 7443; 9133; 7112; 5347; 54892; 10051; 8338; 55706; 94239; 891; 10592; 3015; 84930	144	143
2.42839563232e-12	2.08400497901e-11	E2F transcription factor network	PID	e2f_pathway	BRCA1; CCNA2; E2F1; TYMS; DHFR; CDK1; MCM3; RRM2; RRM1; TK1; CBX5; MYBL2; RANBP1; CDC6	4605; 983; 672; 7298; 6241; 23468; 1869; 990; 7083; 5902; 6240; 890; 4172; 1719	75	75
2.77977892004e-12	2.34295651832e-11	DNA Double-Strand Break Repair	Reactome	R-HSA-5693532	HIST1H4C; BRCA1; BRCA2; CCNA2; POLQ; POLD1; RFC4; CLSPN; TIMELESS; RHNO1; RFC3; RFC2; RAD51AP1; POLD2; PCNA; RAD51; HIST1H2BH; RMI2; CHEK1	8914; 5984; 675; 8364; 890; 8345; 5425; 10635; 10721; 5424; 672; 5888; 63967; 1111; 83695; 5983; 5111; 5982; 116028	169	167
4.4876902653e-12	3.7161224653e-11	Gastric Cancer Network 1	Wikipathways	WP2361	TPX2; ECT2; CENPF; UBE2C; KIF15; MCM4; AURKA; MYBL2; KIF20B; TOP2A	56992; 1894; 22974; 7153; 9585; 4605; 6790; 4173; 1063; 11065	29	29
4.83424339979e-12	3.93407393914e-11	G1 to S cell cycle control	Wikipathways	WP45	PCNA; CCNB1; E2F1; MCM6; ORC6; MCM7; CDK1; MCM5; MCM4; PRIM1; MCM2; CDC45; MCM3	5111; 983; 4174; 23594; 4173; 4176; 891; 5557; 1869; 8318; 4171; 4175; 4172	64	64
1.09823363746e-11	8.78586909972e-11	HDR through Homologous Recombination (HRR)	Reactome	R-HSA-5685942	PCNA; BRCA1; BRCA2; POLD1; RFC4; RHNO1; RFC3; RFC2; RAD51AP1; POLD2; RAD51; RMI2; CHEK1	5888; 1111; 83695; 5983; 5425; 10635; 5111; 675; 5424; 672; 5984; 5982; 116028	69	68
1.39264083288e-11	1.09554412186e-10	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	Reactome	R-HSA-176814	CCNB1; MAD2L1; NEK2; BUB1B; PLK1; UBE2C; CCNA2; CDC20; CDK1; PTTG1	5347; 4085; 983; 4751; 9232; 991; 891; 11065; 701; 890	32	32
1.48538823769e-11	1.13081169063e-10	Deposition of new CENPA-containing nucleosomes at the centromere	Reactome	R-HSA-606279	HIST1H4C; CENPN; CENPM; HJURP; MIS18A; CENPH; CENPA; CENPW; CENPK; CENPU; OIP5	64946; 79019; 55355; 387103; 54069; 8364; 1058; 64105; 55839; 11339; 79682	43	43
1.48538823769e-11	1.13081169063e-10	Nucleosome assembly	Reactome	R-HSA-774815	HIST1H4C; CENPN; CENPM; HJURP; MIS18A; CENPH; CENPA; CENPW; CENPK; CENPU; OIP5	64946; 79019; 55355; 387103; 54069; 8364; 1058; 64105; 55839; 11339; 79682	43	43
1.77045950641e-11	1.32643950321e-10	Polo-like kinase mediated events	Reactome	R-HSA-156711	CCNB2; CCNB1; CDC25C; CENPF; PKMYT1; PLK1; FOXM1; MYBL2	995; 9088; 2305; 891; 9133; 1063; 5347; 4605	16	16
3.31904082168e-11	2.44779260599e-10	Fanconi anemia pathway	PID	fanconi_pathway	BRCA1; BRCA2; RFC4; RFC3; RFC2; FANCG; FANCB; FANCD2; UBE2T; FANCI; CHEK1	2189; 1111; 672; 29089; 5983; 675; 5982; 2187; 5984; 55215; 2177	46	46
1.53627805136e-10	1.11557421576e-09	Telomere Maintenance	Reactome	R-HSA-157579	PCNA; HIST1H4C; RFC3; RFC4; H2AFV; H2AFZ; RFC2; POLD1; POLD2; PRIM1; LIG1; HIST1H2BH; HIST2H2AC	3978; 8345; 5425; 5111; 5557; 8364; 5982; 5424; 5984; 3015; 8338; 5983; 94239	84	83
1.65004070468e-10	1.18002911001e-09	Lagging Strand Synthesis	Reactome	R-HSA-69186	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; PRIM1; LIG1	5557; 5984; 5982; 5424; 5983; 3978; 5425; 5111	20	20
2.80632725932e-10	1.97699472597e-09	Homologous DNA Pairing and Strand Exchange	Reactome	R-HSA-5693579	BRCA1; BRCA2; RFC4; RHNO1; RFC3; RFC2; RAD51AP1; RAD51; RMI2; CHEK1	5888; 1111; 672; 83695; 5983; 10635; 675; 5982; 5984; 116028	42	42
3.19656035121e-10	2.18663258807e-09	APC/C:Cdc20 mediated degradation of mitotic proteins	Reactome	R-HSA-176409	CCNB1; MAD2L1; NEK2; BUB1B; UBE2C; CCNA2; CDC20; CDK1; PTTG1	4085; 983; 4751; 9232; 991; 891; 11065; 701; 890	31	31
3.19656035121e-10	2.18663258807e-09	Aurora A signaling	PID	aurora_a_pathway	BRCA1; TPX2; BIRC5; TACC3; CENPA; AURKA; AURKB; DLGAP5; CKAP5	9787; 10460; 672; 9793; 22974; 9212; 6790; 1058; 332	31	31
3.47043626794e-10	2.27506377565e-09	Polymerase switching on the C-strand of the telomere	Reactome	R-HSA-174411	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; PRIM1	5557; 5984; 5982; 5424; 5983; 5425; 5111	14	14
3.47043626794e-10	2.27506377565e-09	Polymerase switching	Reactome	R-HSA-69091	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; PRIM1	5557; 5984; 5982; 5424; 5983; 5425; 5111	14	14
3.47043626794e-10	2.27506377565e-09	Leading Strand Synthesis	Reactome	R-HSA-69109	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; PRIM1	5557; 5984; 5982; 5424; 5983; 5425; 5111	14	14
4.39289367344e-10	2.84033673132e-09	Gastric Cancer Network 2	Wikipathways	WP2363	RFC4; UBE2C; RFC3; ATAD2; CHTF18; TOP2A; UBE2T; FANCI; DSCC1	5983; 7153; 5984; 55215; 29089; 79075; 11065; 29028; 63922	32	32
7.24685266659e-10	4.62231683599e-09	Condensation of Prophase Chromosomes	Reactome	R-HSA-2299718	HIST1H4C; CCNB1; NCAPG2; PLK1; SMC2; SMC4; H2AFZ; CDK1; HIST1H3G; H2AFV; HIST1H2BH; HIST2H2AC	5347; 8338; 983; 8345; 54892; 8355; 8364; 891; 10051; 10592; 3015; 94239	77	76
9.17319822407e-10	5.77299941568e-09	Telomere C-strand (Lagging Strand) Synthesis	Reactome	R-HSA-174417	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; PRIM1; LIG1	5983; 5425; 5111; 5557; 5982; 5424; 3978; 5984	24	24
1.33258522847e-09	8.27605562942e-09	Cyclin A/B1/B2 associated events during G2/M transition	Reactome	R-HSA-69273	CCNB2; CCNB1; CCNA2; CDK1; PLK1; PKMYT1; CDC25C; FOXM1	5347; 9088; 995; 983; 9133; 891; 890; 2305	25	25
1.79612588701e-09	1.10100184243e-08	COPI-dependent Golgi-to-ER retrograde traffic	Reactome	R-HSA-6811434	RACGAP1; CENPE; KIF18A; KIF23; KIF22; KIF15; KIF11; KIF4A; KIF20A; KIF20B; KIF2C; KIFC1	10112; 3833; 9493; 56992; 3832; 11004; 24137; 3835; 81930; 1062; 29127; 9585	82	82
3.04457906227e-09	1.84236066332e-08	Presynaptic phase of homologous DNA pairing and strand exchange	Reactome	R-HSA-5693616	BRCA1; BRCA2; RFC4; RHNO1; RFC3; RFC2; RAD51; RMI2; CHEK1	5888; 1111; 672; 83695; 5983; 675; 5982; 5984; 116028	39	39
5.27694527575e-09	3.15280781032e-08	Factors involved in megakaryocyte development and platelet production	Reactome	R-HSA-983231	RACGAP1; CENPE; KIF18A; KIF23; KIF22; KIF15; KIF11; HIST1H3G; KIF4A; CBX5; KIFC1; KIF20B; KIF2C; KIF20A	8355; 3835; 9493; 81930; 1062; 10112; 3833; 11004; 23468; 9585; 56992; 3832; 24137; 29127	131	131
6.78319478146e-09	4.00208492106e-08	Extension of Telomeres	Reactome	R-HSA-180786	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; PRIM1; LIG1	5983; 5425; 5111; 5557; 5982; 5424; 3978; 5984	30	30
1.00800600003e-08	5.87381274092e-08	G2/M DNA damage checkpoint	Reactome	R-HSA-69473	HIST1H4C; BRCA1; CCNB1; CDC25C; RFC4; RHNO1; RFC3; RFC2; CDK1; HIST1H2BH; RMI2; CHEK1	995; 983; 8364; 5982; 8345; 1111; 83695; 5983; 891; 672; 5984; 116028	96	95
1.08018938337e-08	6.217675475e-08	PCNA-Dependent Long Patch Base Excision Repair	Reactome	R-HSA-5651801	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5984; 5982; 5424; 5983; 3978; 5425; 5111	21	21
1.44320028452e-08	8.20711487099e-08	Processing of DNA double-strand break ends	Reactome	R-HSA-5693607	HIST1H4C; BRCA1; CCNA2; CLSPN; RFC4; TIMELESS; RHNO1; RFC3; RFC2; HIST1H2BH; RMI2; CHEK1	8914; 8364; 5982; 890; 8345; 63967; 1111; 83695; 5983; 672; 5984; 116028	99	98
2.22289608536e-08	1.24905589558e-07	Mismatch repair - Homo sapiens (human)	KEGG	path:hsa03430	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	3978; 5424; 5425; 5982; 5983; 5984; 5111	23	23
2.63563898772e-08	1.46355482612e-07	Oocyte meiosis - Homo sapiens (human)	KEGG	path:hsa04114	CCNB2; CCNB1; MAD2L1; BUB1; PLK1; SGO1; CDC25C; PKMYT1; CDC20; CDK1; SMC1B; AURKA; PTTG1	9232; 151648; 6790; 891; 699; 5347; 983; 9088; 9133; 991; 995; 4085; 27127	125	125
3.10043424547e-08	1.70163367891e-07	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	Reactome	R-HSA-110373	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5983; 5425; 5111; 5982; 5424; 3978; 5984	24	24
3.25881032977e-08	1.76799824788e-07	Regulation of APC/C activators between G1/S and early anaphase	Reactome	R-HSA-176408	CCNB1; MAD2L1; CCNA2; BUB1B; PLK1; UBE2C; CDC20; CDK1	5347; 4085; 983; 991; 891; 11065; 701; 890	36	36
3.57005027609e-08	1.91484514808e-07	Regulation of sister chromatid separation at the metaphase-anaphase transition	Wikipathways	WP4240	MAD2L1; BUB1; BUB1B; CENPE; CDC20; PTTG1	1062; 991; 4085; 699; 701; 9232	15	15
4.25433591537e-08	2.23116283562e-07	G0 and Early G1	Reactome	R-HSA-1538133	PCNA; CCNA2; E2F1; CDK1; MYBL2; CDC6; TOP2A	4605; 983; 5111; 1869; 990; 890; 7153	25	25
4.25433591537e-08	2.23116283562e-07	Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	R-HSA-5696397	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5983; 5425; 5111; 5982; 5424; 3978; 5984	25	25
6.35141507036e-08	3.29436034418e-07	Fanconi anemia pathway - Homo sapiens (human)	KEGG	path:hsa03460	BRCA1; BRCA2; RAD51; FANCG; RMI2; FANCD2; UBE2T; FANCI; FANCB	2177; 2187; 2189; 675; 55215; 116028; 5888; 672; 29089	54	54
8.46099611814e-08	4.340858878e-07	Regulation of TP53 Activity through Phosphorylation	Reactome	R-HSA-6804756	BRCA1; TPX2; CCNA2; RFC4; RHNO1; RFC3; RFC2; AURKA; AURKB; RMI2; CHEK1	9212; 5982; 890; 22974; 6790; 1111; 672; 5983; 83695; 5984; 116028	93	93
9.76843826995e-08	4.95774501442e-07	Golgi-to-ER retrograde transport	Reactome	R-HSA-8856688	RACGAP1; CENPE; KIF18A; KIF23; KIF22; KIF15; KIF11; KIF4A; KIF20A; KIF20B; KIF2C; KIFC1	3835; 9493; 81930; 1062; 10112; 3833; 11004; 9585; 29127; 56992; 3832; 24137	116	116
1.31605321811e-07	6.60826722286e-07	APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	Reactome	R-HSA-179419	MAD2L1; NEK2; BUB1B; UBE2C; CDC20; CDK1; CCNA2	4085; 983; 4751; 991; 11065; 701; 890	29	29
1.35475551723e-07	6.730995833e-07	Transcriptional Regulation by E2F6	Wikipathways	WP4413	BRCA1; CBX5; RAD51; RRM2; E2F1	23468; 672; 1869; 6241; 5888	10	10
1.62392779572e-07	7.98431166231e-07	Progesterone-mediated oocyte maturation - Homo sapiens (human)	KEGG	path:hsa04914	CCNB2; CCNB1; MAD2L1; CCNA2; CDK1; PLK1; PKMYT1; KIF22; CDC25C; AURKA; BUB1	6790; 699; 5347; 3835; 995; 890; 891; 9088; 9133; 983; 4085	99	99
2.01090103347e-07	9.68515599792e-07	G2/M DNA replication checkpoint	Reactome	R-HSA-69478	CCNB2; CCNB1; PKMYT1; CDK1	891; 9133; 9088; 983	5	5
2.01090103347e-07	9.68515599792e-07	Mitotic G2-G2-M phases	Wikipathways	WP1859	PLK1; CCNB2; CCNB1; CENPF	9133; 891; 1063; 5347	5	5
2.1642562226e-07	1.03184741118e-06	Recognition of DNA damage by PCNA-containing replication complex	Reactome	R-HSA-110314	PCNA; DTL; RFC4; RFC3; RFC2; POLD1; POLD2	51514; 5983; 5425; 5111; 5982; 5424; 5984	31	31
2.45491349866e-07	1.15871917137e-06	The role of GTSE1 in G2/M progression after G2 checkpoint	Reactome	R-HSA-8852276	PLK1; CCNB2; CCNB1; GTSE1; CDK1	5347; 51512; 891; 9133; 983	11	11
3.58658302073e-07	1.67610612454e-06	Transcriptional Regulation by TP53	Reactome	R-HSA-3700989	PCNA; BRCA1; CCNB1; FANCI; CCNA2; FANCD2; E2F1; CDC25C; RFC4; BIRC5; TPX2; RFC3; RHNO1; CDK1; AURKA; AURKB; E2F8; RFC2; RMI2; CHEK1	1869; 83695; 891; 995; 983; 22974; 6790; 9212; 5982; 116028; 2177; 1111; 5111; 55215; 890; 332; 79733; 672; 5983; 5984	374	371
4.89592219119e-07	2.24356822742e-06	E2F mediated regulation of DNA replication	Reactome	R-HSA-113510	CCNB1; E2F1; ORC6; CDK1; PRIM1; MCM8	983; 84515; 5557; 891; 1869; 23594	22	22
4.89592219119e-07	2.24356822742e-06	role of brca1 brca2 and atr in cancer susceptibility	BioCarta	atrbrcapathway	BRCA1; BRCA2; RAD51; FANCG; FANCD2; CHEK1	2189; 5888; 1111; 672; 675; 2177	22	22
4.95432328166e-07	2.24850056629e-06	DNA Damage Response	Wikipathways	WP707	BRCA1; CCNB2; CCNB1; RAD51; E2F1; CDC25C; CDK1; FANCD2; CHEK1	983; 5888; 1111; 2177; 995; 891; 672; 9133; 1869	68	68
5.27321905706e-07	2.37043751898e-06	Transcriptional Regulation by E2F6	Reactome	R-HSA-8953750	BRCA1; E2F1; EZH2; RRM2; RAD51; CBX5; CHEK1	5888; 1111; 2146; 672; 6241; 23468; 1869	35	35
5.42163527421e-07	2.4141621221e-06	miRNA Regulation of DNA Damage Response	Wikipathways	WP1530	BRCA1; CCNB2; CCNB1; RAD51; E2F1; CDC25C; MCM7; CDK1; FANCD2; CHEK1	995; 672; 983; 2177; 9133; 1869; 4176; 5888; 1111; 891	89	89
5.70891983306e-07	2.49500940852e-06	TP53 Regulates Transcription of Cell Cycle Genes	Reactome	R-HSA-6791312	PCNA; CCNB1; CCNA2; E2F1; CDC25C; E2F8; CDK1; AURKA	995; 983; 79733; 5111; 1869; 891; 6790; 890	51	51
5.70891983306e-07	2.49500940852e-06	Nuclear Envelope Breakdown	Reactome	R-HSA-2980766	CCNB2; CCNB1; LMNB1; VRK1; PLK1; TMPO; NDC1; CDK1	5347; 55706; 4001; 983; 9133; 891; 7443; 7112	51	51
5.96510722166e-07	2.58305560424e-06	Phosphorylation of Emi1	Reactome	R-HSA-176417	PLK1; CDK1; CCNB1; CDC20	5347; 891; 991; 983	6	6
7.88062905173e-07	3.32112224323e-06	HDR through Single Strand Annealing (SSA)	Reactome	R-HSA-5685938	BRCA1; RFC4; RHNO1; RFC3; RFC2; RAD51; RMI2	5888; 672; 83695; 5983; 5982; 5984; 116028	37	37
7.88062905173e-07	3.32112224323e-06	Resolution of Abasic Sites (AP sites)	Reactome	R-HSA-73933	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5983; 5425; 5111; 5982; 5424; 3978; 5984	37	37
7.88062905173e-07	3.32112224323e-06	Base Excision Repair	Reactome	R-HSA-73884	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	5983; 5425; 5111; 5982; 5424; 3978; 5984	37	37
8.14605478023e-07	3.4025998728e-06	AURKA Activation by TPX2	Reactome	R-HSA-8854518	HMMR; TPX2; NEK2; PLK1; PLK4; HAUS1; CDK1; AURKA; CKAP5	5347; 10733; 4751; 22974; 983; 115106; 6790; 9793; 3161	72	72
1.03211981661e-06	4.27333818806e-06	PRC2 methylates histones and DNA	Reactome	R-HSA-212300	HIST1H4C; H2AFV; DNMT1; PHF19; H2AFZ; EZH2; HIST1H3G; HIST1H2BH; HIST2H2AC	8355; 2146; 8345; 26147; 8364; 1786; 3015; 8338; 94239	75	74
1.37626909962e-06	5.64868708712e-06	Activation of NIMA Kinases NEK9, NEK6, NEK7	Reactome	R-HSA-2980767	PLK1; CCNB2; CCNB1; CDK1	5347; 891; 9133; 983	7	7
1.52299655028e-06	6.19702044596e-06	Processive synthesis on the lagging strand	Reactome	R-HSA-69183	PCNA; POLD1; POLD2; PRIM1; LIG1	5557; 5424; 3978; 5425; 5111	15	15
1.83005234732e-06	7.38277528152e-06	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome	R-HSA-174178	PLK1; UBE2C; CDC20; AURKA; AURKB; PTTG1	5347; 9232; 991; 9212; 6790; 11065	27	27
2.30159734934e-06	9.20638939736e-06	Cdc20:Phospho-APC/C mediated degradation of Cyclin A	Reactome	R-HSA-174184	MAD2L1; CCNA2; BUB1B; UBE2C; CDC20; CDK1	4085; 983; 991; 11065; 701; 890	28	28
3.02434148404e-06	1.19957073989e-05	Cellular Senescence	Reactome	R-HSA-2559583	HIST1H4C; H2AFV; LMNB1; CCNA2; E2F1; UBE2C; H2AFZ; HIST1H1A; EZH2; HIST1H3G; HIST1H2BH; HIST2H2AC; HIST1H1B	4001; 2146; 8355; 8364; 1869; 890; 8345; 3009; 8338; 11065; 3015; 3024; 94239	189	188
3.60244027798e-06	1.41695984267e-05	Regulation of TP53 Activity	Reactome	R-HSA-5633007	BRCA1; TPX2; CCNA2; RFC4; RHNO1; RFC3; RFC2; CDK1; AURKA; AURKB; RMI2; CHEK1	983; 22974; 9212; 5982; 890; 6790; 1111; 672; 5983; 83695; 5984; 116028	162	162
4.08271933512e-06	1.59259795552e-05	Regulation of PLK1 Activity at G2/M Transition	Reactome	R-HSA-2565942	CCNB2; CCNB1; NEK2; PLK1; PLK4; HAUS1; CDK1; AURKA; CKAP5	9133; 983; 9793; 6790; 5347; 4751; 10733; 891; 115106	87	87
4.1961398102e-06	1.62342458231e-05	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	Reactome	R-HSA-6804114	CDC25C; CDK1; CCNB1; PCNA; AURKA	995; 891; 6790; 983; 5111	18	18
4.26630472931e-06	1.63226424848e-05	Nucleotide excision repair - Homo sapiens (human)	KEGG	path:hsa03420	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2; LIG1	3978; 5424; 5425; 5982; 5983; 5984; 5111	47	47
4.28815183923e-06	1.63226424848e-05	DNA methylation	Reactome	R-HSA-5334118	HIST1H4C; H2AFV; DNMT1; H2AFZ; HIST2H2AC; HIST1H3G; HIST1H2BH; UHRF1	8345; 8355; 8364; 29128; 1786; 3015; 8338; 94239	67	66
4.84427260869e-06	1.82919733704e-05	E2F-enabled inhibition of pre-replication complex formation	Reactome	R-HSA-113507	ORC6; CDK1; CCNB1; MCM8	84515; 891; 23594; 983	9	9
5.26612536386e-06	1.96190682457e-05	Generic Transcription Pathway	Reactome	R-HSA-212436	HIST1H4C; BRCA1; RFC4; BIRC5; RFC3; RFC2; DEK; RRM2; FANCD2; CBX5; MYBL2; RMI2; TPX2; SKP2; AURKA; AURKB; FANCI; CHEK1; PCNA; RAD51; CDC25C; H2AFV; RHNO1; HIST1H3G; CCNA2; HIST1H2BH; HIST2H2AC; CCNB1; ATAD2; E2F1; H2AFZ; E2F8; CDK1; EZH2; YEATS4	5983; 1869; 6502; 9212; 8338; 83695; 6241; 8089; 891; 995; 983; 8355; 22974; 6790; 7913; 3015; 94239; 5982; 5888; 23468; 2177; 4605; 1111; 5111; 672; 55215; 2146; 8364; 890; 8345; 332; 79733; 29028; 116028; 5984	1107	1099
5.27885946442e-06	1.96190682457e-05	Termination of translesion DNA synthesis	Reactome	R-HSA-5656169	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2	5983; 5425; 5111; 5982; 5424; 5984	32	32
5.68819157405e-06	2.09752064293e-05	DNA Damage Bypass	Reactome	R-HSA-73893	PCNA; DTL; RFC4; RFC3; RFC2; POLD1; POLD2	51514; 5983; 5425; 5111; 5982; 5424; 5984	49	49
7.65038925193e-06	2.79921219141e-05	Fluoropyrimidine Activity	Wikipathways	WP1601	DHFR; TYMS; RRM2; RRM1; TK1; GGH	1719; 7298; 6240; 6241; 7083; 8836	34	34
1.01911423288e-05	3.70016859938e-05	Epigenetic regulation of gene expression	Reactome	R-HSA-212165	HIST1H4C; H2AFV; DNMT1; PHF19; H2AFZ; UHRF1; EZH2; DEK; HIST1H3G; HIST1H2BH; HIST2H2AC	2146; 8355; 8364; 8338; 8345; 26147; 29128; 7913; 1786; 94239; 3015	151	150
1.2405173102e-05	4.40243737153e-05	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	Reactome	R-HSA-1362300	CDK1; MYBL2; CCNA2; E2F1	890; 1869; 4605; 983	11	11
1.2405173102e-05	4.40243737153e-05	Processive synthesis on the C-strand of the telomere	Reactome	R-HSA-174414	PCNA; POLD1; POLD2; LIG1	5424; 3978; 5425; 5111	11	11
1.2405173102e-05	4.40243737153e-05	role of ran in mitotic spindle regulation	BioCarta	ranmspathway	KIF15; TPX2; RANBP1; AURKA	5902; 56992; 6790; 22974	11	11
1.37393614389e-05	4.83953626802e-05	Meiosis	Reactome	R-HSA-1500620	BRCA1; HIST1H4C; H2AFV; SMC1B; H2AFZ; HIST1H3G; HIST1H2BH; HIST2H2AC	672; 8345; 27127; 8355; 8364; 3015; 8338; 94239	78	77
1.48258556724e-05	5.18355842769e-05	Intra-Golgi and retrograde Golgi-to-ER traffic	Reactome	R-HSA-6811442	RACGAP1; CENPE; KIF18A; KIF23; KIF22; KIF15; KIF11; KIF4A; KIF20A; KIF20B; KIF2C; KIFC1	3835; 9493; 81930; 1062; 10112; 3833; 11004; 9585; 56992; 3832; 24137; 29127	186	186
1.66247778567e-05	5.76977584438e-05	p73 transcription factor network	PID	p73pathway	CCNB1; BRCA2; CCNA2; PLK1; CDK1; RAD51; BUB1; CHEK1	5347; 5888; 675; 983; 891; 1111; 890; 699	79	79
1.748873902e-05	6.02531738499e-05	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	Reactome	R-HSA-110313	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2	5983; 5425; 5111; 5982; 5424; 5984	39	39
1.77975240544e-05	6.08726909686e-05	Gene expression (Transcription)	Reactome	R-HSA-74160	HIST1H4C; PCNA; RFC4; BIRC5; PHF19; RFC3; RFC2; DEK; RRM2; FANCD2; CBX5; MYBL2; RMI2; TPX2; SKP2; DNMT1; NDC1; UHRF1; AURKA; AURKB; FANCI; CHEK1; BRCA1; RAD51; CDC25C; RHNO1; HIST1H3G; CCNA2; HIST1H2BH; HIST2H2AC; CCNB1; ATAD2; E2F1; H2AFZ; E2F8; CDK1; EZH2; H2AFV; YEATS4	6502; 83695; 891; 995; 6790; 7913; 5888; 3015; 5982; 23468; 2146; 890; 8345; 332; 672; 116028; 6241; 8089; 22974; 4605; 26147; 1786; 79733; 29028; 5984; 1869; 983; 8355; 5111; 55215; 8364; 55706; 8338; 29128; 94239; 9212; 2177; 1111; 5983	1373	1364
2.35365374512e-05	7.93517548353e-05	Homologous recombination - Homo sapiens (human)	KEGG	path:hsa03440	BRCA1; BRCA2; RAD54L; POLD1; POLD2; RAD51	5888; 672; 675; 5424; 5425; 8438	41	41
2.35365374512e-05	7.93517548353e-05	Dual Incision in GG-NER	Reactome	R-HSA-5696400	PCNA; RFC4; RFC3; RFC2; POLD1; POLD2	5983; 5425; 5111; 5982; 5424; 5984	41	41
